station_id,location_type,vehicle_type,waiting_time,battery_capacity_kwh,initial_soc,charging_power_kw,queue_length,electricity_price,renewable_energy_ratio,traffic_density,weather_condition,day_of_week,time_slot,charging_demand,charging_priority,hour,year,month,day,day_of_year,is_weekend,is_peak_hour,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,demand_lag_15min,demand_lag_1h,demand_lag_24h,demand_rolling_avg_6h,demand_rolling_avg_24h
ST004,Highway,Car,10,30,31.66710152,11,9,9.68,0.310823312,Low,Rainy,0,Off-Peak,33.3189434,High,1,2025,1,20,20,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,29.62179193,77.44454404,17.24239802,49.19693527166667,54.786710007083336
ST006,Highway,Car,8,60,57.77404474,7,8,10.76,0.101394451,Low,Cloudy,0,Off-Peak,29.71320993,High,2,2025,1,20,20,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,16.05569412,40.68092129,99.14446585,45.151444973749996,48.7582362828125
ST004,Highway,Bus,13,75,50.91337841,22,8,14.63,0.24955224,Low,Cloudy,0,Off-Peak,34.75667074,Medium,3,2025,1,20,20,0,0,0.7071067811865476,0.7071067811865476,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,33.3189434,68.19241078,14.25415396,49.123785075,54.95417402145833
ST012,Urban,Bus,15,40,24.77351714,50,6,12.19,0.300553954,Low,Cloudy,0,Off-Peak,22.20734636,Low,4,2025,1,20,20,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,28.60537112,17.2597285,22.61546491,59.29539025083333,59.1538032571875
ST014,Highway,Car,7,75,24.94680284,7,6,5.59,0.103466884,Low,Clear,0,Off-Peak,36.50042014,High,4,2025,1,20,20,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,32.45261374,32.68548283,74.38952941,53.45186432,50.87595314645833
ST012,Highway,Car,7,40,40.40505934,7,3,6.62,0.351216345,Low,Rainy,0,Off-Peak,25.68751414,Low,5,2025,1,20,20,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,22.20734636,23.79486598,93.43193308,56.73126283291668,59.149552022291665
ST014,Urban,Bus,0,100,51.35893533,11,5,8.84,0.324923908,Low,Rainy,0,Off-Peak,20.45239094,Low,5,2025,1,20,20,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,36.50042014,28.99198637,52.29014135,53.40872422375,50.481274924895835
ST011,Urban,Car,12,60,51.95864053,7,4,13.43,0.257426182,Low,Rainy,0,Off-Peak,20.19776598,Medium,6,2025,1,20,20,0,0,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,85.92125452,23.20619447,45.16103672,63.121953308749994,56.589859568229166
ST004,Urban,Car,6,30,47.06321283,50,10,10.16,0.239300462,High,Clear,0,Peak,96.36705744,Medium,7,2025,1,20,20,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,34.75667074,73.77293932,25.87583271,48.373277854166666,55.16774190458333
ST011,Highway,Two-Wheeler,9,75,50.83393696,7,6,7.02,0.144591267,High,Rainy,0,Peak,98.52953332,Medium,7,2025,1,20,20,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,20.19776598,83.3539375,96.68942427,60.03479935791666,56.32982549802083
ST014,Urban,Bus,19,60,47.86708903,50,2,10.23,0.331579634,High,Rainy,0,Peak,92.5651043,High,8,2025,1,20,20,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,20.45239094,29.92694005,56.03725022,52.107683245416666,50.14963169145833
ST004,Urban,Bus,7,100,57.63009309,22,8,12.79,0.341364008,High,Clear,0,Peak,79.49330345,Low,9,2025,1,20,20,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,96.36705744,29.62179193,102.7641296,48.896943310000005,55.90202549552083
ST005,Highway,Car,5,100,19.62403839,7,4,7.35,0.145507135,High,Rainy,0,Peak,93.83942548,Low,9,2025,1,20,20,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,15.44405129,66.31374426,18.32493284,48.15194715291667,52.6492195225
ST011,Urban,Car,14,40,22.48250464,50,3,12.62,0.62404206,High,Clear,0,Peak,67.37379364,Low,10,2025,1,20,20,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,98.52953332,90.63874229,68.74806278,63.076995691250005,56.34899330062499
ST011,Urban,Bus,4,75,44.28383182,50,8,10.96,0.717503061,High,Cloudy,0,Peak,73.05610466,High,10,2025,1,20,20,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,67.37379364,85.92125452,71.10603236,62.831230346666665,56.33467799708333
ST004,Highway,Car,5,75,36.91101107,7,3,12.46,0.474600233,Medium,Cloudy,0,Off-Peak,34.84546968,Medium,11,2025,1,20,20,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,79.49330345,33.3189434,52.26414255,49.020173594166664,55.65962105645833
ST011,Highway,Car,10,60,14.66505892,22,8,12.73,0.595597952,Medium,Clear,0,Off-Peak,41.80086586,High,11,2025,1,20,20,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,73.05610466,20.19776598,11.523559,62.63891823583333,56.354991250208336
ST018,Urban,Bus,11,40,24.87647767,11,6,8.53,0.484306773,Medium,Cloudy,0,Off-Peak,65.88368911,High,11,2025,1,20,20,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,16.8210422,90.58634338,67.60012553,66.66526994875,57.751532347499996
ST019,Highway,Car,3,40,22.68743602,11,0,10.42,0.520250763,Medium,Rainy,0,Off-Peak,46.61230029,Low,11,2025,1,20,20,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,27.2540232,51.42899286,99.3267845,52.011679595,49.272396019270836
ST019,Highway,Car,14,75,34.56678096,11,4,9.39,0.728259272,Medium,Clear,0,Off-Peak,37.22003299,High,12,2025,1,20,20,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,46.61230029,42.70304585,51.32915232,50.70148907666667,48.72328680875
ST005,Urban,Bus,11,60,11.69108209,11,7,11.4,0.657751619,Medium,Rainy,0,Off-Peak,39.57660856,High,13,2025,1,20,20,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,93.83942548,35.98374903,54.72135511,50.7345752375,53.435828820833336
ST012,Highway,Bus,10,40,58.54237007,50,1,10.19,0.453787021,Medium,Rainy,0,Off-Peak,45.70877019,Medium,13,2025,1,20,20,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,25.68751414,26.30568793,86.83877867,54.41375364791667,58.44388099166667
ST003,Highway,Bus,14,100,19.56723814,11,3,14.19,0.554805706,Medium,Rainy,0,Off-Peak,38.61234192,Low,13,2025,1,20,20,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,77.90796246,20.69257176,85.11863516,46.877371839999995,58.309320866041666
ST006,Highway,Two-Wheeler,2,75,44.25806003,22,2,14.16,0.59999207,Medium,Clear,0,Off-Peak,41.39158909,Low,13,2025,1,20,20,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,29.71320993,81.61415339,63.87224827,45.12574672083334,48.03499403364584
ST019,Urban,Two-Wheeler,10,40,28.70525675,50,10,14.65,0.449844671,Medium,Clear,0,Off-Peak,46.46338536,Medium,14,2025,1,20,20,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,37.22003299,93.6518397,59.81148611,49.333592100000004,48.57631681572917
ST018,Urban,Car,5,40,11.13326605,7,5,7.27,0.503751998,Medium,Cloudy,0,Off-Peak,35.66405598,Medium,14,2025,1,20,20,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,65.88368911,96.77446147,71.19706246,66.63769333583333,57.733652801458334
ST018,Highway,Bus,7,40,48.81553265,7,5,12.26,0.672914849,Medium,Rainy,0,Off-Peak,44.69771435,Low,14,2025,1,20,20,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,35.66405598,83.4011155,27.63644698,64.54745280833333,57.36351731729167
ST006,Urban,Car,9,60,47.76710077,50,8,14.86,0.425666487,Medium,Rainy,0,Off-Peak,47.51326521,High,14,2025,1,20,20,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,41.39158909,64.55743461,15.91097677,42.59092656625,47.800820500520835
ST004,Urban,Car,5,60,22.81084661,50,1,9.08,0.563524565,Medium,Clear,0,Off-Peak,35.23246308,Low,15,2025,1,20,20,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,34.84546968,34.75667074,45.32018909,49.75230602375,55.47817654739583
ST004,Urban,Two-Wheeler,10,40,44.12859602,22,1,14.37,0.443145735,Medium,Cloudy,0,Off-Peak,46.32694227,Medium,16,2025,1,20,20,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,35.23246308,96.36705744,85.22793288,50.27811696958333,55.373096068125
ST011,Urban,Two-Wheeler,10,60,20.77109518,11,7,12.05,0.738498419,Medium,Rainy,0,Off-Peak,50.23209405,High,16,2025,1,20,20,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,41.80086586,98.52953332,35.30125432,62.78877941125,56.67037986333333
ST005,Highway,Two-Wheeler,9,30,11.83640945,22,5,7.86,0.521835195,Medium,Cloudy,0,Off-Peak,45.91323259,Low,16,2025,1,20,20,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,39.57660856,31.19395746,48.69294289,51.542135465,53.27807104427083
ST019,Highway,Car,13,40,59.0832825,50,6,14.23,0.25683572,High,Cloudy,0,Peak,75.07447734,High,18,2025,1,20,20,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,46.46338536,27.2540232,73.88838845,47.96103671083333,48.437274099583334
ST014,Highway,Car,8,30,43.62399748,11,1,6.29,0.169977292,High,Cloudy,0,Peak,70.32716431,Medium,18,2025,1,20,20,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,92.5651043,32.45261374,30.1310537,53.483663057083334,50.53013017145833
ST006,Highway,Car,20,60,50.10582236,22,7,14.5,0.114623457,High,Clear,0,Peak,95.4792562,High,18,2025,1,20,20,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,47.51326521,16.05569412,75.37031227,42.9775064575,48.130011005104166
ST006,Urban,Bus,12,40,40.42016138,50,6,6.9,0.303112206,High,Rainy,0,Peak,91.07729972,Low,19,2025,1,20,20,0,1,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,95.4792562,29.71320993,70.59545106,44.60516609249999,48.33947917104166
ST003,Urban,Car,12,60,46.58598086,22,1,6.77,0.197799376,High,Cloudy,0,Peak,100.4188095,Medium,19,2025,1,20,20,0,1,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,38.61234192,35.55373524,96.19877546,47.35088339833333,57.82488031145834
ST005,Urban,Car,8,75,26.59916973,11,7,12.37,0.337934313,High,Clear,0,Peak,97.20691033,High,20,2025,1,20,20,0,1,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,45.91323259,15.44405129,71.25172552,52.623806602083334,53.249115728645826
ST011,Urban,Car,9,30,57.55214862,50,5,9.07,0.195900841,High,Clear,0,Peak,96.66791227,High,20,2025,1,20,20,0,1,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,50.23209405,67.37379364,57.70544397,61.958212554166664,56.825909443854165
ST018,Urban,Car,9,60,21.71857932,11,0,9.17,0.197969636,High,Clear,0,Peak,75.60701308,High,21,2025,1,20,20,0,1,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,44.69771435,16.8210422,14.07857766,63.02954947875,57.54123885239583
ST012,Highway,Car,14,75,51.54515017,50,8,7.2,0.201264644,Low,Rainy,0,Off-Peak,27.7222881,High,22,2025,1,20,20,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,45.70877019,28.60537112,42.67605197,54.456644465833335,58.015443403333336
ST004,Highway,Car,11,100,10.28166392,50,8,8.87,0.1256625,Low,Clear,0,Off-Peak,21.95114003,Low,22,2025,1,20,20,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,46.32694227,79.49330345,70.63137462,51.17002593750001,54.9678774159375
ST012,Urban,Car,8,100,28.99550804,11,13,11.45,0.340393679,Low,Rainy,0,Off-Peak,42.78282667,Low,22,2025,1,20,20,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,27.7222881,22.20734636,91.07024346,53.395061516249996,57.8596750296875
ST014,Highway,Two-Wheeler,12,40,36.7109549,22,4,13.44,0.321093879,Low,Clear,0,Off-Peak,34.40054965,Low,23,2025,1,20,20,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,70.32716431,36.50042014,28.77630102,52.20610714083333,50.948839656979175
ST012,Highway,Two-Wheeler,7,60,47.12850554,50,0,8.85,0.163267091,Low,Clear,0,Off-Peak,22.73903075,Low,23,2025,1,20,20,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,42.78282667,25.68751414,86.0590334,51.02840977666667,57.35668110479167
ST005,Highway,Car,8,100,46.70576505,50,5,12.49,0.115454678,Low,Cloudy,0,Off-Peak,19.59616799,High,23,2025,1,20,20,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,97.20691033,93.83942548,37.53000776,55.417068073749995,53.51948223708333
ST014,Highway,Car,12,40,49.23572153,7,2,14.38,0.125737326,Low,Rainy,1,Off-Peak,23.67073842,Medium,0,2025,1,21,21,0,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.3534446712740877,0.9354554315134164,34.40054965,20.45239094,30.85769361,50.236383957083326,51.00742558020833
ST014,Highway,Two-Wheeler,1,40,28.18807775,7,5,6.63,0.166193783,Low,Rainy,1,Off-Peak,23.97387283,High,1,2025,1,21,21,0,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.3534446712740877,0.9354554315134164,23.67073842,92.5651043,16.28306806,48.45904982,50.93256146364583
ST018,Urban,Bus,15,75,36.08923834,22,4,11.73,0.112262193,Low,Clear,1,Off-Peak,28.66411172,High,1,2025,1,21,21,0,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.3534446712740877,0.9354554315134164,75.60701308,65.88368911,27.49402241,63.93600036,58.1821600546875
ST014,Urban,Two-Wheeler,13,30,11.22071574,50,5,11.82,0.285167376,Low,Clear,1,Off-Peak,21.75703484,Medium,1,2025,1,21,21,0,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.3534446712740877,0.9354554315134164,23.97387283,70.32716431,16.83786089,48.60099448291666,51.01267401333333
ST005,Urban,Car,9,100,13.73397164,50,2,11.72,0.399406154,Low,Cloudy,1,Off-Peak,21.21498533,Low,2,2025,1,21,21,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.3534446712740877,0.9354554315134164,19.59616799,39.57660856,15.50367134,55.34387428041668,53.332671406145835
